MPI	NUM_PES 8	Max_Key 268435456	Num_Iters 5	Strong Scaling: 100000 total keys	Round Robin All2All	
TOTAL (sec)	ATA_KEYS (sec)	MAKE_INPUT (sec)	COUNT_BUCKET_SIZES (sec)	BUCKETIZE (sec)	COMPUTE_OFFSETS (sec)	LOCAL_SORT (sec)	ATA_COUNTS (sec)	COMPUTE_RECV_OFFSETS (sec)	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.088459	0.000122	0.000200	0.000136	0.000172	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098765	0.000122	0.000197	0.000136	0.000177	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098774	0.000145	0.000215	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098759	0.000148	0.000198	0.000136	0.000167	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098771	0.000148	0.000205	0.000136	0.000179	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098755	0.000096	0.000208	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098775	0.000109	0.000203	0.000136	0.000169	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
0.098760	0.000116	0.000201	0.000136	0.000168	0.000000	0.000000	0.000000	0.000000	
